ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-618064,Source2,1,2022-05-18 17:34:09,2022-05-18 18:03:46,36.15332,-95.922523,,,0.0,Crash on 5th Pl at Yale Ave.,E 5th Pl S,Tulsa,Tulsa,OK,74112-2723,US,US/Central,KTUL,2022-05-18 17:53:00,89.0,89.0,57.0,29.04,10.0,ESE,8.0,0.0,Mostly Cloudy,False,False,True,False,False,True,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2698194,Source2,2,2018-07-11 07:48:21,2018-07-11 08:33:04,28.346886,-81.673508,,,0.0,Accident on US-27 at High Grove Blvd.,Highway 27,Davenport,Polk,FL,33897,US,US/Eastern,KISM,2018-07-11 07:56:00,78.8,,83.0,30.04,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-888012,Source2,2,2021-09-22 07:30:15,2021-09-22 09:24:18,46.45237,-92.969879,,,0.0,Accident on MN-27 at CR-12.,Highway 27,Kettle River,Carlton,MN,55757-8655,US,US/Central,KMZH,2021-09-22 17:45:00,,,,,,,,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2205084,Source2,2,2019-03-06 17:43:14,2019-03-06 18:13:00,33.55299,-112.058746,,,0.0,Accident on 11th St at Northern Ave.,N 11th St,Phoenix,Maricopa,AZ,85020-3709,US,US/Mountain,KSDL,2019-03-06 17:53:00,81.0,,14.0,29.87,10.0,WSW,5.8,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-2026512,Source2,2,2019-08-16 10:29:08,2019-08-16 10:58:57,41.047195,-73.803398,,,0.0,Accident on I-287 Cross Westchester Expy Westbound before Exit 4 NY-100A Knollwood Rd.,Cross Westchester Expy W,White Plains,Westchester,NY,10603,US,US/Eastern,KHPN,2019-08-16 10:56:00,75.0,75.0,66.0,29.58,10.0,S,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1733157,Source2,2,2019-12-23 06:59:03,2019-12-23 07:58:48,34.50687,-81.936279,,,0.0,Accident on Leesville Church Rd at Torrington Rd.,Torrington Rd,Laurens,Laurens,SC,29360-7029,US,US/Eastern,KLUX,2019-12-23 06:55:00,45.0,38.0,100.0,29.27,4.0,NE,14.0,0.17,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-6688283,Source1,2,2020-10-16 13:17:30,2020-10-17 00:30:53,25.909895,-80.236127,25.908194,-80.235057,0.135,Queuing traffic on FL-9 from Washington Ave to NW 7th Ave due to accident., NW 22nd Ave,Opa Locka,Miami-Dade,FL,33054-2865,US,US/Eastern,KOPF,2020-10-16 13:28:00,87.0,87.0,67.0,29.96,10.0,ESE,8.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3405329,Source2,2,2017-08-28 13:31:14,2017-08-28 14:30:27,35.844048,-78.614098,,,0.0,Accident on Falls of Neuse Rd at Pacific Dr.,Pacific Dr,Raleigh,Wake,NC,27609-8123,US,US/Eastern,KRDU,2017-08-28 13:51:00,77.0,,56.0,30.09,10.0,ENE,10.4,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4354607,Source1,2,2022-07-03 14:32:03,2022-07-03 15:47:03,32.852409,-96.672823,32.853299,-96.672801,0.062,Incident on JOAQUIN DR near HOUSLEY DR Drive with caution., Joaquin Dr,Dallas,Dallas,TX,75228,US,US/Central,KDAL,2022-07-03 14:53:00,96.0,96.0,40.0,29.43,10.0,SSE,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-800002,Source2,2,2021-11-30 05:26:12,2021-11-30 05:56:04,35.076744,-89.95121800000004,,,0.0,Accident on US-78 at American Way.,Lamar Ave,Memphis,Shelby,TN,38118,US,US/Central,KMEM,2021-11-30 05:54:00,45.0,43.0,71.0,29.73,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-2597015,Source2,2,2018-09-20 08:02:11,2018-09-20 08:31:59,35.97736,-86.56235500000004,,,0.0,Accident on Stonecrest Pkwy at Cedar Grove Rd.,Stonecrest Pkwy,Smyrna,Rutherford,TN,37167-6811,US,US/Central,KMQY,2018-09-20 07:56:00,73.0,,87.0,29.81,10.0,SE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5477043,Source1,2,2021-12-27 04:19:30,2021-12-27 05:11:00,39.51748967151872,-119.63230490627464,39.52507967151872,-119.69614490627464,3.443,Slow traffic on I-80 W from I-80/Mustang Ranch Rd/Exit 23 (I-80) to Vista Blvd/Greg St/Exit 21 (I-80) due to accident.,I-80,Sparks,Washoe,NV,89434,US,US/Pacific,KRNO,2021-12-27 04:17:00,30.0,25.0,85.0,25.21,9.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1105444,Source2,2,2021-03-26 20:56:53,2021-03-26 21:49:07,36.765781,-119.77771,,,0.0,Accident on CA-41 Southbound at Exit 129 Mckinley Ave.,CA-41 N,Fresno,Fresno,CA,93703,US,US/Pacific,KFAT,2021-03-26 20:53:00,63.0,63.0,38.0,29.76,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4343764,Source1,2,2022-04-05 03:39:23,2022-04-05 05:43:42,40.605468,-74.314054,40.607886,-74.312942,0.177,NJ Turnpike Auth.: Crash on Garden State Parkway northbound North of Colonia Service Area (Woodbridge Twp) right shoulder blocked,Garden State Pkwy,Colonia,Middlesex,NJ,07067,US,US/Eastern,KLDJ,2022-04-05 03:35:00,42.0,42.0,64.0,30.03,,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5885558,Source1,2,2021-09-16 08:43:00.000000000,2021-09-16 10:56:12.000000000,25.733,-80.336792,25.73422,-80.335753,0.106,Slow traffic on County Hwy-913 - FL-976 - FL-973 from SW 89th Ave to SW 38th St due to accident., SW 40th St,Miami,Miami-Dade,FL,33165-5470,US,US/Eastern,KMIA,2021-09-16 08:53:00,83.0,83.0,82.0,29.97,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-3260760,Source2,3,2017-10-23 09:16:37,2017-10-23 09:46:28,41.873112,-71.39057199999998,,,0.0,Left lane blocked due to accident on I-95 Southbound at Exit 27 Pearl St.,I-95 S,Pawtucket,Providence,RI,02860,US,US/Eastern,KSFZ,2017-10-23 09:19:00,53.6,,100.0,30.37,0.2,East,3.5,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5685276,Source1,2,2021-12-22 13:03:45,2021-12-22 15:15:49,35.149711,-80.834503,35.148162,-80.83015,0.268,Slow traffic from Park Rd (Fairview Rd) to Colony Rd (Fairview Rd) due to accident.,S Park Dr,Charlotte,Mecklenburg,NC,28210,US,US/Eastern,KCLT,2021-12-22 12:52:00,59.0,59.0,29.0,29.04,10.0,WNW,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2780512,Source2,2,2018-06-25 07:47:40,2018-06-25 08:17:14,35.861828,-78.54888199999998,,,0.0,Right lane blocked due to accident on US-401 Louisburg Rd Southbound near I-540.,Louisburg Rd,Raleigh,Wake,NC,27616,US,US/Eastern,KRDU,2018-06-25 07:51:00,75.9,,91.0,30.04,10.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2541381,Source2,2,2018-10-24 06:38:03,2018-10-24 07:07:31,35.754738,-109.627014,,,0.0,Right lane blocked due to accident on AZ-264 Eastbound at US-191.,US Highway 191,Ganado,Apache,AZ,86505,US,US/Mountain,KRQE,2018-10-24 06:53:00,39.0,,93.0,29.98,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3779719,Source1,2,2022-07-15 08:48:30,2022-07-15 12:31:00,41.575638,-87.26675300000002,41.567589,-87.343175,3.989,Stationary traffic on I-94 W - I-80 W - US-6 W from US-6/IN-51/Ripley St/Exit 15 (I-94/I-80) to IN-53/Broadway/Exit 10 (I-94/I-80) due to accident.,I-80 W,Lake Station,Lake,IN,46405,US,US/Central,KGYY,2022-07-15 08:45:00,68.0,68.0,83.0,29.51,7.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2511338,Source2,2,2018-10-11 16:44:39,2018-10-11 17:14:08,42.319405,-87.856148,,,0.0,Accident on Martin Luther King Jr Dr Westbound at Lewis Ave.,Martin Luther King Jr Dr,North Chicago,Lake,IL,60064-2513,US,US/Central,KUGN,2018-10-11 16:55:00,48.0,,52.0,29.95,10.0,WNW,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-461322,Source2,3,2017-06-16 13:33:50,2017-06-16 14:03:32,34.071758,-118.09948,,,0.0,Right hand shoulder blocked due to accident on I-10 Eastbound at Exit 25A San Bernardino Fwy.,Del Mar Ave,Rosemead,Los Angeles,CA,91770-2361,US,US/Pacific,KEMT,2017-06-16 13:45:00,95.0,,25.0,29.87,10.0,SSW,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3750105,Source1,2,2022-05-25 17:10:49.000000000,2022-05-25 19:13:12.000000000,25.942293,-80.30808499999998,25.943203,-80.306889,0.097,Slow traffic on FL-860 from Bobolink Dr to NW 188th Ter due to accident.,NW 186th St,Hialeah,Miami-Dade,FL,33015,US,US/Eastern,KOPF,2022-05-25 16:53:00,87.0,87.0,55.0,30.02,10.0,SE,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-6972285,Source1,2,2020-11-18 21:34:03,2020-11-18 22:52:45,40.246342,-75.647348,40.246138,-75.64574,0.086,Incident on KING ST near N CHARLOTTE ST Drive with caution., King St,Pottstown,Montgomery,PA,19464-5515,US,US/Eastern,KPTW,2020-11-18 21:54:00,23.0,23.0,78.0,30.26,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2664143,Source2,2,2018-08-23 15:40:49,2018-08-23 16:47:44,34.989628,-82.24294300000003,,,0.0,Accident on Gap Creek Rd at Old Wagon Rd.,Old Wagon Rd,Greer,Greenville,SC,29651-5202,US,US/Eastern,KGSP,2018-08-23 15:53:00,81.0,,34.0,30.06,10.0,Variable,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4768026,Source1,2,2023-01-14 15:44:00,2023-01-14 17:35:30,42.96671,-85.6722,42.967231,-85.672216,0.036,Incident on MONROE AVE near LYON ST Drive with caution., Monroe Ave NW,Grand Rapids,Kent,MI,49503-2621,US,US/Eastern,KGRR,2023-01-14 15:53:00,31.0,23.0,61.0,29.25,10.0,WSW,9.0,0.0,Partly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-5819401,Source1,2,2021-11-10 18:21:00,2021-11-10 19:36:14,28.330924,-82.678113,28.330905,-82.677656,0.028,Incident on FL-52 near LA MADERA BLVD Expect delays., State Road 52,Hudson,Pasco,FL,34667-6729,US,US/Eastern,KBKV,2021-11-10 17:53:00,69.0,69.0,87.0,30.04,10.0,E,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-917941,Source2,2,2021-08-31 18:06:28,2021-08-31 18:36:05,41.850979,-71.40862299999998,,,0.0,Shoulder blocked due to accident on I-95 Southbound at Exits 24 25 25A-B Branch Ave.,I-95 N,Providence,Providence,RI,02904,US,US/Eastern,KSFZ,2021-08-31 17:56:00,75.0,75.0,64.0,29.28,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7037968,Source1,2,2020-05-19 14:16:20,2020-05-19 15:06:18,39.1475,-84.53904,39.1475,-84.53904,0.0,At I-74/US-52/US-27/Exit 4 - Accident. Left lane blocked.,I-75 S,Cincinnati,Hamilton,OH,45223,US,US/Eastern,KLUK,2020-05-19 14:21:00,64.0,64.0,90.0,29.32,10.0,ENE,9.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3359748,Source2,3,2017-08-06 17:03:27,2017-08-06 18:03:27,35.156223,-89.879974,,,0.0,Accident on I-40 at Exit 12 Sycamore View Rd.,I-40 W,Memphis,Shelby,TN,38122,US,US/Central,KMEM,2017-08-06 16:54:00,80.1,,81.0,29.87,10.0,South,12.7,,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-691227,Source2,3,2022-03-02 16:29:18,2022-03-02 17:13:58,37.239342,-81.10619399999999,,,0.0,Lane closed due to crash on I-77 Northbound at Exit 64 US-52 Scenic Hwy.,I-77,Bastian,Bland,VA,24314,US,US/Eastern,KBLF,2022-03-02 16:52:00,59.0,59.0,31.0,27.08,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1351776,Source2,2,2020-10-21 21:00:31,2020-10-21 21:30:00,33.940735,-117.261536,,,0.0,Lane blocked due to accident on CA-60 Eastbound at Frederick St.,Frederick St,Moreno Valley,Riverside,CA,92553-5238,US,US/Pacific,KRIV,2020-10-21 20:58:00,62.0,62.0,82.0,28.23,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4047219,Source1,2,2022-11-23 13:39:00,2022-11-23 19:55:30,38.971164,-77.179063,38.983608,-77.160827,1.3030000000000002,Stationary traffic on I-495 N from George Washington Memorial Pkwy/Exit 14 (Capital Beltway/I-495) to Cabin John Pkwy/Exit 40 (Capital Beltway/I-495) due to accident.,Capital Beltway N,Cabin John,Montgomery,MD,20818,US,US/Eastern,KDCA,2022-11-23 13:52:00,62.0,62.0,25.0,30.23,10.0,NNE,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3721202,Source1,2,2022-12-30 20:32:56,2022-12-30 21:51:06,41.77234769,-87.90726542,41.75894769,-87.88713542,1.39,Incident on I-294 SB near JOLIET RD Right lane blocked. Expect delays.,Tri-State Tlwy,La Grange,Cook,IL,60525,US,US/Central,KMDW,2022-12-30 20:53:00,35.0,31.0,82.0,29.32,9.0,WNW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-579770,Source2,3,2022-06-29 16:47:09,2022-06-29 17:35:25,36.649361,-82.08602900000002,,,0.0,Left lane closed due to crash on I-81 Southbound after Exit 10 VA-310.,US-58,Bristol,Washington,VA,24202,US,US/Eastern,KVJI,2022-06-29 16:55:00,87.0,87.0,46.0,28.05,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5459919,Source1,2,2023-02-23 14:49:00,2023-02-23 17:07:17,36.98759,-121.969538,36.989542,-121.969931,0.1369999999999999,Accident on N Rodeo Gulch Rd from Soquel Dr / S Rodeo Gulch Rd to Whispering Palms Dr., Soquel Dr,Soquel,Santa Cruz,CA,95073,US,US/Pacific,KWVI,2023-02-23 14:53:00,49.0,45.0,64.0,29.7,10.0,SW,10.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6721378,Source1,2,2020-12-26 03:30:00,2020-12-26 08:59:54,37.187537,-120.971608,37.187582,-120.994481,1.259,Incident on COTTONWOOD RD near S HUNT RD Drive with caution., Cottonwood Rd,Gustine,Merced,CA,95322,US,US/Pacific,KMER,2020-12-26 06:45:00,52.0,52.0,100.0,29.98,10.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night
A-4841569,Source1,2,2022-02-25 16:46:21,2022-02-25 17:46:21,42.387796640194,-122.38174080790336,42.390776640194,-122.41161080790336,1.538,A crash has occurred use caution.,Lake of the Woods Hwy,Butte Falls,Jackson,OR,97522,US,US/Pacific,KMFR,2022-02-25 16:53:00,56.0,56.0,28.0,28.79,10.0,N,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4302284,Source1,2,2023-01-06 11:19:00.000000000,2023-01-06 13:29:40.000000000,40.709355,-122.335056,40.708597,-122.335523,0.058,Accident on I-5 S from Fawndale Rd/Wonderland Blvd (I-5) to Old Oregon Trl/Exit 687 (I-5).,I-5 S,Redding,Shasta,CA,96003,US,US/Pacific,KRDD,2023-01-06 10:53:00,50.0,50.0,86.0,29.71,10.0,S,12.0,0.04,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3270441,Source2,2,2017-10-26 12:33:05,2017-10-26 13:02:59,32.155109,-111.106033,,,0.0,Accident on Camino Verde at Nebraska St.,W Nebraska St,Tucson,Pima,AZ,85757,US,US/Mountain,KRYN,2017-10-26 12:45:00,89.6,,13.0,29.94,10.0,NW,8.1,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-6902354,Source1,2,2020-11-24 17:28:06,2020-11-24 21:10:07,46.885085,-114.039245,46.88512100000001,-114.039414,0.008,Incident on MULLAN RD near RESERVE ST Drive with caution.,N Reserve St,Missoula,Missoula,MT,59808,US,US/Mountain,KMSO,2020-11-24 17:53:00,32.0,32.0,73.0,26.64,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-562328,Source2,3,2022-07-19 08:54:42,2022-07-19 10:24:14,41.649418,-72.672035,,,3.1800000667572017,Lane blocked due to crash on I-91 Northbound from Exit 22 to Exit 23 West St.,I-91,Rocky Hill,Capitol,CT,06067,US,US/Eastern,KHFD,2022-07-19 08:53:00,79.0,79.0,69.0,29.71,10.0,VAR,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2757150,Source2,3,2018-06-12 06:06:44,2018-06-12 06:36:23,33.412071000000005,-86.758507,,,0.0,Right hand shoulder blocked due to accident on I-459 Southbound at Exit 17 Acton Rd.,I-459 N,Birmingham,Jefferson,AL,35243,US,US/Central,KBHM,2018-06-12 05:53:00,69.1,,96.0,30.03,10.0,Calm,,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-821718,Source2,3,2021-11-12 16:58:22,2021-11-12 17:28:04,29.53054,-95.1325,,,0.0,Lane blocked due to accident on I-45 Gulf Fwy Southbound at Nasa Rd.,I-45 N,Webster,Harris,TX,77598,US,US/Central,KEFD,2021-11-12 16:50:00,73.0,73.0,50.0,30.06,10.0,NNW,12.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5074227,Source1,2,2022-10-01 12:38:00,2022-10-01 13:42:00,38.860254,-77.219886,38.881388,-77.221389,1.462,Stationary traffic on I-495 N from VA-650/Gallows Rd/Exit 7 (Capital Beltway/I-495) to I-66/Exit 9 (Capital Beltway/I-495) due to accident.,Capital Beltway N,Falls Church,Fairfax County,VA,22042,US,US/Eastern,KDCA,2022-10-01 12:41:00,60.0,60.0,93.0,29.87,6.0,NE,14.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6878800,Source1,2,2020-09-14 02:20:00,2020-09-14 04:35:34,40.864838,-74.42056,40.865738,-74.42989,0.491,Crash on I-80 westbound West of Exit 43 - I-287 (Parsippany-Troy Hills Twp) right lane blocked,I-80 W,Parsippany,Morris,NJ,07054,US,US/Eastern,KMMU,2020-09-14 02:15:00,70.0,70.0,88.0,29.83,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7348608,Source1,2,2019-10-20 13:13:00,2019-10-20 14:05:06,32.88428,-117.22787,32.89074,-117.22729,0.448,At Genesee Ave/Exit 29 - Accident.,I-5 N,La Jolla,San Diego,CA,92093,US,US/Pacific,KMYF,2019-10-20 12:53:00,80.0,80.0,39.0,29.45,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3253940,Source2,2,2017-10-18 06:36:52,2017-10-18 07:21:39,33.884083000000004,-117.637878,,,0.0,Gore point obstructed due to accident on CA-91 Eastbound at Exit 45 CA-71.,Riverside Fwy E,Corona,Riverside,CA,92880,US,US/Pacific,KAJO,2017-10-18 06:56:00,55.0,,74.0,29.94,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1273647,Source2,2,2020-11-10 11:14:49,2020-11-10 12:51:07,32.919033,-96.766014,,,0.0,Three lanes blocked due to accident on US-75 Northbound at I-635.,US-75 N,Dallas,Dallas,TX,75243,US,US/Central,KADS,2020-11-10 10:47:00,73.0,73.0,47.0,29.24,10.0,NW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3438321,Source1,2,2016-08-08 14:17:47,2016-08-08 20:17:47,41.648481,-93.773213,41.65068,-93.775,0.178,At IA-141/Exit 127 - Accident.,NW 114th St,Urbandale,Polk,IA,50322,US,US/Central,KDSM,2016-08-08 13:54:00,80.1,,64.0,29.96,10.0,SSE,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3575266,Source1,3,2017-02-28 17:50:56,2017-02-28 23:50:56,41.8079,-88.07599,41.807933,-88.077014,0.053,At IL-53 - Accident.,Warrenville Rd,Lisle,DuPage,IL,60532,US,US/Central,KDPA,2017-02-28 17:52:00,59.0,,83.0,29.53,6.0,South,17.3,0.09,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-6764371,Source1,2,2020-11-24 00:01:00,2020-11-24 07:34:05,34.003793,-118.277515,34.003806,-118.27618,0.076,OCCD EB SR91 JWO GREEN RIVER RD. 1039 LAPD OP #296 - NEG PRIOR CALLS FOR SVC AT THIS ADDRESS, W Vernon Ave,Los Angeles,Los Angeles,CA,90037-2715,US,US/Pacific,KCQT,2020-11-24 00:02:00,54.0,54.0,80.0,29.77,6.0,CALM,0.0,0.0,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-922294,Source2,2,2021-08-27 10:00:46,2021-08-27 10:29:38,44.948635,-92.959137,,,0.0,Accident on I-94 Eastbound at Exit 249.,I-94 E,Saint Paul,Washington,MN,55125,US,US/Central,KSTP,2021-08-27 09:53:00,70.0,70.0,93.0,29.17,10.0,SE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6838986,Source1,2,2020-12-16 08:52:00,2020-12-16 11:07:29,30.507696000000006,-87.326374,30.508691,-87.32659,0.07,Incident on JUNO CIR near MOSSY CRK Drive with caution., Juno Cir,Pensacola,Escambia,FL,32526-8421,US,US/Central,KPNS,2020-12-16 08:53:00,55.0,55.0,96.0,29.72,6.0,NNE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
